CP3,CPZ,CP4,PO3,POZ,PO4,taskID,stimID
-6.142659115791321,-0.041100517474114896,-7.752429270744324,-0.030981070920825006,-5.369533610343933,-0.9277196019887924,0.0,-1.0
-7.116305565834046,0.8259024560451508,-5.741462016105652,-1.8386254012584686,-6.8854264497756965,-2.2047936201095584,0.0,-1.0
-7.880557036399842,0.4346691191196442,-3.4320487618446354,1.2588590025901796,-4.180887830257416,3.048755443096161,0.0,-1.0
-7.295653295516968,-1.0415244430303574,-3.998426377773285,0.7818439543247223,-7.472976779937745,-0.21172994300723078,0.0,-1.0
-8.174643874168396,-0.0018682052730582656,-0.8891100525856018,2.9875717163085938,-2.6762041926383975,6.289468717575073,0.0,-1.0
-9.813682222366333,-1.0242435693740846,-1.8996534168720247,-5.342132949829102,-9.202934932708741,-4.1701457619667055,0.0,-1.0
-11.964142656326294,-1.380759447813034,-2.2709593534469605,-1.806865954399109,-4.196144771575928,-1.2652420341968538,0.0,-1.0
-7.2945633172988895,-0.4488363325595856,-3.511136269569397,-4.155978548526764,-8.15253689289093,-3.6696222066879276,0.0,-1.0
-10.52142105102539,1.0947683393955232,-3.1610034227371218,-1.2132436394691468,-8.9074471950531,-4.222922587394715,0.0,-1.0
-9.545595645904541,-0.5226304426789284,-4.869944071769715,-7.299078440666199,-12.159681844711304,-6.091283440589905,0.0,-1.0
-10.040358638763427,0.995442071557045,-1.944334763288498,-2.0537804424762727,-7.67458770275116,-2.6687313079833985,0.0,-1.0
-10.713067960739137,1.037788063287735,-2.0716839730739594,1.2987140536308288,-5.914582300186157,-2.223475706577301,0.0,-1.0
-12.21915249824524,0.11629578173160554,-2.9556564331054687,5.041663455963135,-3.5066213965415955,-1.342461258172989,0.0,-1.0
-10.601597785949707,-1.2040583074092865,-3.7848284482955936,0.5246543437242508,-4.841142511367798,-2.06156462430954,0.0,-1.0
-11.174669981002808,0.19958659932017328,-6.951903605461121,1.1534610629081727,-3.8390061736106875,-3.952499842643738,0.0,-1.0
-8.974702405929566,-0.13560057207942008,-5.106272077560425,5.003520727157593,0.12096629552543164,4.561223387718201,0.0,-1.0
-7.441373419761658,-1.3995971202850341,-5.1051826000213625,6.517078399658203,-0.31697218716144565,2.898209273815155,0.0,-1.0
-6.535916447639465,-0.403999400138855,-3.389547121524811,7.26000144481659,0.679559674859047,2.657210683822632,0.0,-1.0
-4.8439453125,1.7126772165298463,-6.316402244567872,5.830668997764588,-0.9917056918144227,4.2076653957366945,0.0,-1.0
-7.2723006248474125,0.7946100175380707,-7.595655655860901,1.7864712953567505,-2.475372076034546,2.4020451307296753,0.0,-1.0
-4.37004361152649,-1.162023675441742,-10.65920090675354,5.964557075500489,-2.276875126361847,1.4780617833137513,0.0,-1.0
-3.2414918303489686,-0.665703821182251,-7.155537772178651,3.100131118297577,-1.2667988955974578,4.734499382972717,0.0,-1.0
-3.168787729740143,-0.20877194702625276,-4.291112065315247,10.37601284980774,3.308435869216919,9.559140014648438,0.0,-1.0
-6.406075859069825,0.9298991829156876,-2.4367624640464784,9.915344095230102,1.8931147992610933,11.299995946884156,0.0,-1.0
-7.78776969909668,0.8525243729352951,-1.649936628341675,10.353749656677246,2.393326807022095,4.729829049110413,0.0,-1.0
-10.20195779800415,-2.660791540145874,-1.7316706001758577,0.2051912158727646,-1.8011056423187257,2.5991406798362733,0.0,-1.0
-10.065578842163086,0.3515339657664299,-3.859400832653046,1.564621925354004,-1.5398682296276094,1.6214464902877808,0.0,-1.0
-12.495336055755615,-0.025532140117138627,1.5738072574138642,3.085029637813568,-0.0843806080520153,6.1904539346694945,0.0,-1.0
-8.872573900222779,-1.4067585825920106,0.08967385701835155,7.539453935623169,0.6692845523357391,3.568427968025208,0.0,-1.0
-10.967454957962037,-0.8154716223478318,-1.0447938144207,3.5058430910110476,-1.787405437231064,2.229703152179718,0.0,-1.0
-10.646746015548706,0.11209232322871686,2.6063021421432495,8.651191663742066,1.8126262664794923,3.1782843589782717,0.0,-1.0
-10.142953777313233,-0.3780002027750015,1.2464043617248535,7.6376906633377075,3.5475661754608154,6.530311846733094,0.0,-1.0
-7.640492963790894,-0.060872355289757256,1.6564753711223603,15.488512372970582,10.552090644836426,10.547264099121094,0.0,-1.0
-10.18249740600586,1.544538813829422,2.7574711561203005,5.363461875915528,3.5606436610221865,7.326790022850037,0.0,-1.0
-7.701832151412964,0.3344087406992912,-0.08344650529325008,6.003789281845093,6.914072299003601,5.03029854297638,0.0,-1.0
-6.0165550947189335,-1.0763976752758027,-2.3667047023773193,6.7815851211547855,6.335862636566162,7.509874320030213,0.0,-1.0
-7.030835151672363,1.064877051115036,-3.692196571826935,6.947388482093811,6.611422848701477,7.621654915809632,0.0,-1.0
-7.953573060035706,-0.22216074541211128,-4.63237087726593,4.776378178596497,4.5581096649169925,5.772754454612732,0.0,-1.0
-10.846332693099976,0.08656018115580082,-2.870341730117798,-0.09994898736476898,3.9277460217475895,10.782658338546753,0.0,-1.0
-9.413107967376709,0.901720467209816,-6.480648493766785,1.167628276348114,0.9633712023496628,1.069080501794815,0.0,-1.0
-8.078431391716004,0.49740967601537706,-11.17747278213501,7.866234111785889,4.495369076728821,2.0959706604480743,0.0,-1.0
-7.8075415134429935,-0.6798710346221924,-8.51808214187622,2.8132057428359984,3.6704007625579838,2.983523976802826,0.0,-1.0
-11.221220111846923,0.22496306151151657,-8.561051416397095,-3.840251863002777,-2.602410113811493,-4.519966936111451,0.0,-1.0
-11.629266500473022,-1.4410090327262879,-9.102986383438111,-11.541305208206177,-7.094820928573609,-8.5253990650177,0.0,-1.0
-12.962387466430664,-0.8687154561281205,-5.258686780929565,-8.119375920295715,-8.471533012390138,-8.56323037147522,0.0,-1.0
-11.629577922821046,-0.36663528978824617,-6.612824249267579,-5.795639991760254,-2.296958363056183,-2.844031298160553,0.0,-1.0
-9.934337854385376,-0.07753052115440369,-4.3456014633178714,4.254682159423829,-2.648180937767029,-3.2338634848594667,0.0,-1.0
-12.427613210678102,0.3364326417446137,-2.8046433806419375,-5.651009845733642,-4.279124307632446,-2.3413282871246337,0.0,-1.0
-12.562435054779053,-0.20596963092684747,-3.527016055583954,-6.482049894332886,-5.6332617759704595,-0.09232047758996487,0.0,-1.0
-14.065562582015993,-0.3993288785219193,-2.4766175150871277,-10.780011749267578,-7.134831690788269,-3.8147194862365725,0.0,-1.0
-13.626845598220825,0.7458809942007065,-4.254059314727783,-7.189943933486939,-5.8498179674148565,-0.5378874778747559,0.0,-1.0
-14.650310611724855,-0.05884846989065409,0.17950339391827583,-10.891170501708984,-5.98946635723114,1.3941482305526733,0.0,-1.0
-13.26332359313965,-0.2919070690870285,-5.080117106437683,-4.828220987319947,-2.7015806078910827,1.7587595880031586,0.0,-1.0
-14.169714832305909,-1.3611432194709778,-4.904817366600037,-6.00347785949707,-0.97738276720047,2.884976077079773,0.0,-1.0
-11.714892625808716,-1.6857439398765566,-1.5037496209144592,0.89269078373909,1.619578331708908,5.336684060096741,0.0,-1.0
-9.893237113952637,0.5775868177413941,-3.633815145492554,-0.6105917662382127,-0.06974633149802685,1.5060849130153657,0.0,-1.0
-8.011331391334535,0.1085115920752287,-2.167896580696106,6.916096043586731,3.422396421432495,0.9429766684770584,0.0,-1.0
-12.762333154678345,-0.6409501254558564,-1.5963814973831179,-8.430120849609375,-7.332394623756409,-1.434158992767334,0.0,-1.0
-11.003729152679444,-0.46502744704484944,-2.1513942003250124,-3.793546521663666,-2.171166014671326,3.6009658455848697,0.0,-1.0
-11.668498706817628,-0.01712521528825164,-3.706674957275391,-4.7025840997695925,-1.7741723656654358,0.9867238104343414,0.0,-1.0
-13.858658981323243,0.10773317702114582,-3.2003913402557376,-2.834223246574402,0.9495153486728669,8.484921169281007,0.0,-1.0
-13.156679964065553,0.33565421104431153,-3.673514485359192,-2.891359233856201,-1.25512256026268,6.621542572975159,0.0,-1.0
